"β"	"beta"
"ソフト" "リターン"	"soft" "return"
"ソフト" "ローン"	"soft" "loan"
"ソフトウェア"	"software"
"ソフトウェア" "キーボード"	"software" "keyboard"
"ソフトウェア" "パッケージ"	"software" "package"
"ソフトウェア" "割り込み"	"software" "interrupt"
"ソフトウェア" "品質"	"software" "quality"
"ソフトウェア" "工学"	"software" "engineering"
"ソフトウェア" "支援"	"software" "support"
"ソフトウェア" "構成"	"software" "configuration"
"ソフトウェア" "製品"	"software" "product"
"ソフトウェア" "開発"	"software" "development"
"ソフトウエア"	"software"
"ソフトタッチ"	"soft" "touch"
"ソフトドリンク"	"soft" "drink"
"ソマリア"	"Somalia"
"ソロ"	"solo"
"ソロモン"	"Solomon"
"ソング"	"song"
"ソース"	"sauce"
"ソース"	"source"
"ソース" "イメージ"	"source" "image"
"ソース" "コード"	"source" "code"
"ソース" "トラヒック"	"source" "traffic"
"ソース" "ドライブ"	"source" "drive"
"ソース" "パン"	"saucepan"
"ソース" "ファイル"	"source" "file"
"ソース" "プログラム"	"source" "program"
"ソース" "ルート"	"source" "route"
"ソーセージ"	"sausage"
"ソーダ" "クラッカー"	"soda" "cracker"
"ソーダ" "フロート"	"soda" "float"
"ソーダ" "工業"	"alkali" "industry"
"ソーダ" "灰"	"soda" "ash"
"ソーダ" "石灰"	"soda" "lime"
"ソーダ水"	"soda" "water"
"ソーラーシステム"	"solar" "system"
"ソ連" "圏"	"soviet" "bloc"
"ゾンデ"	"probe"
"ゾンデ"	"sound"
"ゾーン"	"zone"
"ゾーン" "ディフェンス"	"zone" "defense"
"タイ"	"Thailand"
"タイ"	"tie"
"タイ" "ゲーム"	"tie" "game"
"タイ" "人"	"thai"
"タイ" "国"	"thailand"
"タイ" "語"	"thai"
"タイト"	"tight"
"タイトスカート"	"tight" "skirt"
"タイトル"	"title"
"タイトル" "バー"	"title" "bar"
"タイトル" "ページ"	"title" "page"
"タイトル" "ロール"	"title" "role"
"タイトル" "戦"	"championship" "match"
"タイトル" "戦"	"title" "fight"
"タイトルマッチ"	"title" "match"
"タイプ"	"kind"
"タイプ"	"sort"
"タイプ"	"style"
"タイプ"	"type"
"タイマー"	"clock" "register"
"タイミング"	"timing"
"タイミング" "チャート"	"timing" "chart"
"タイミング" "信号"	"timing" "signal"
"タイミング" "図"	"timing" "chart"
"タイム"	"time"
"タイム" "コード"	"time" "code"
"タイム" "スケジュール"	"time" "schedule"
"タイム" "レース"	"time" "race"
"タイム" "ワープ"	"time" "warp"
"タイム" "誌"	"time" "magazine"
"タイムカプセル"	"time" "capsule"
"タイムテーブル"	"timetable"
"タイムトンネル"	"time" "tunnel"
"タイムマシン"	"time" "machine"
"タイムリミット"	"time" "limit"
"タイムリー"	"timely"
"タイムレコーダー"	"time" "clock"
"タイムレコーダー"	"time" "recorder"
"タイヤ"	"tire"
"タイヤ"	"tyre"
"タイヤ" "ローラー"	"tire" "roller"
"タイヤチェーン"	"tire" "chain"
"タイル"	"coating"
"タイル"	"tile"
"タウン"	"Town"
"タウン"	"town"
"タウン" "ページ"	"town" "page"
"タウン" "ミーティング"	"town" "meeting"
"タオル"	"towel"
"タキシード"	"dinner" "suit"
"タクシー"	"taxi"
"タクシー" "乗り場"	"taxi" "rank"
"タグ"	"tag"
"タック"	"Tuck"
"タック"	"tack"
"タック" "シール"	"tack" "seal"
"タックル"	"tackle"
"タッチ"	"touch"
"タッチ" "スクリーン"	"touch" "screen"
"タッチ" "フットボール"	"touch" "football"
"タッチ" "ラグビー"	"touch" "rugby"
"タッチアウト"	"tag" "out"
"タップ"	"tap"
"タップ" "ダンサー"	"tap" "dancer"
"タップダンス"	"tap" "dance"
"タテ"	"Tate"
"タバコ" "税"	"cigarette" "tax"
"タバコ" "税"	"tobacco" "tax"
"タバスコ"	"pepper" "sauce"
"タフ"	"tough"
"タフガイ"	"tough" "guy"
"タブ"	"tab"
"タブ"	"tub"
"タブ" "カラー"	"tab" "collar"
"タブ" "キー"	"tab" "key"
"タブ" "コード"	"tab" "code"
"タブ" "文字"	"tab" "character"
"タブロイド"	"tabloid"
"タブー"	"taboo"
"タメ" "口"	"casual" "talk"
"タメ" "語"	"casual" "language"
"タルト"	"tart"
"タレント"	"personality"
"タレント"	"star"
"タワー"	"Tower"
"タワー"	"tower"
"タワー" "クレーン"	"tower" "crane"
"タワー" "レコード"	"tower" "records"
"タワー" "型"	"tower" "configuration"
"タン"	"tongue"
"タンカー"	"tanker"
"タンク"	"tank"
"タンク" "車"	"tank" "car"
"タンク" "車"	"tank" "truck"
"タンクトップ"	"tank" "top"
"タンクローリー"	"tanker"
"タンクローリー"	"tanker" "truck"
"タンゴ"	"dance" "form"
"タンゴ"	"tango"
"ターキー"	"turkey"
"ターゲット"	"target"
"ターゲット" "ゾーン"	"target" "zone"
"ターゲット" "ドライブ"	"target" "drive"
"ターナー"	"Turner"
"ターナー" "バリー"	"turner" "valley"
"ターニングポイント"	"turning" "point"
"ターバン"	"turban"
"ターボ"	"turbo"
"ターミナル"	"terminal"
"ターミナルビル"	"terminal" "building"
"タール"	"tar"
"タール" "サンド"	"tar" "sand"
"タール" "ピッチ"	"tar" "pitch"
"タール" "色素"	"tar" "dye"
"ターン"	"Tarn"
"ターン"	"turn"
"ターンテーブル"	"turntable"
"ダイ"	"Di"
"ダイアナ"	"Diana"
"ダイアナ" "モンキー"	"diana" "monkey"
"ダイアモンド"	"diamond"
"ダイアモンド" "岬"	"diamond" "point"
"ダイアリー"	"diary"
"ダイアル"	"dial"
"ダイエット"	"diet"
"ダイコン"	"dive" "computer"
"ダイジェスト"	"digest"
"ダイナマイト"	"dynamite"
"ダイナミック"	"dynamic"
"ダイナミック" "スピーカー"	"dynamic" "speaker"
"ダイナミック" "ルート"	"dynamic" "route"
"ダイニング"	"dining"
"ダイニング"	"dining" "room"
"ダイニング"	"meal"
"ダイニング" "テーブル"	"dining" "table"
"ダイニングルーム"	"dining" "room"
"ダイバー"	"diver"
"ダイバー" "シティ"	"diversity"
"ダイビング" "コンピュータ"	"dive" "computer"
"ダイブ"	"underwater" "dive"
"ダイヤ"	"diagram"
"ダイヤ"	"diamond"
"ダイヤ"	"dyer"
"ダイヤ"	"schedule"
"ダイヤモンド"	"diamond"
"ダイヤモンド" "カーソル"	"diamond" "cursor"
"ダイヤモンドダスト"	"diamond" "dust"
"ダイヤル"	"dial"
"ダイヤル" "トーン"	"dial" "tone"
"ダイヤル" "音"	"dial" "tone"
"ダイレクト"	"direct"
"ダイレクト" "シュート"	"direct" "shoot"
"ダイレクト" "セール"	"direct" "sale"
"ダイレクト" "セールス"	"direct" "sales"
"ダイレクト" "接続"	"direct" "connection"
"ダイレクトメール"	"direct" "mail"
"ダウ"	"Dow"
"ダウ" "平均"	"the" "dow"
"ダウト"	"doubt"
"ダウン"	"down"
"ダウン"	"download"
"ダウン"	"downstream"
"ダウン" "時間"	"down" "time"
"ダウン" "症候群"	"downs" "syndrome"
"ダウンタウン"	"downtown"
"ダウンロード"	"down load"
"ダウンロード"	"down" "load"
"ダウンロード"	"download"
"ダクト"	"duct"
"ダグラス"	"Douglas"
"ダグラス" "ファー"	"douglas" "fir"
"ダスト"	"dust"
"ダスト" "カバー"	"book" "jacket"
"ダスト" "カバー"	"dust" "cover"
"ダスト" "カバー"	"jacket"
"ダッシュ"	"dash"
"ダッシュボード"	"dash"
"ダニエル"	"Daniel"
"ダニエル" "書"	"daniel"
"ダニー"	"Danny"
"ダブる"	"coincide"
"ダブる"	"duplicate"
"ダブる"	"overlap"
"ダブル"	"double"
"ダブル" "イメージ"	"double" "image"
"ダブル" "イーグル"	"double" "eagle"
"ダブル" "カラー"	"double" "collar"
"ダブル" "コース"	"double" "course"
"ダブル" "スタンダード"	"double" "standard"
"ダブル" "スチール"	"double" "steal"
"ダブル" "トーン"	"double" "tone"
"ダブル" "ベース"	"double" "bass"
"ダブル" "リード"	"double" "reed"
"ダブル" "ルーム"	"double" "room"
"ダブル" "ロール"	"double" "role"
"ダブルキャスト"	"double" "cast"
"ダブルス" "ペース"	"double" "space"
"ダブルプレー"	"double" "play"
"ダブルベッド"	"double" "bed"
"ダミー"	"dummy"
"ダミー" "レコード"	"dummy" "record"
"ダミー" "会社"	"dummy" "corporation"
"ダミー" "会社"	"front" "company"
"ダミー" "会社"	"shell" "corporation"
"ダム"	"dam"
"ダム"	"dumb"
"ダム" "ターミナル"	"dumb" "terminal"
"ダム" "端末"	"dumb" "terminal"
"ダメ" "出し"	"finding" "fault"
"ダメージ"	"damage"
"ダメージ" "コントロール"	"damage" "control"
"ダライ"	"lathe"
"ダラス"	"Dallas"
"ダル"	"dull"
"ダル" "ゲーム"	"dull" "game"
"ダン"	"Dan"
"ダン" "パー"	"damper"
"ダン" "川"	"dan"
"ダンカン"	"Duncan"
"ダンサー"	"dancer"
"ダンス"	"dance"
"ダンス" "セラピー"	"dance" "therapy"
"ダンスパーティー"	"dance" "party"
"ダンスホール"	"dance" "hall"
"ダンディー"	"Dundee"
"ダンプ"	"dump"
"ダンプカー"	"dump" "truck"
"ダーウィン"	"Darwin"
"ダーク"	"dark"
"ダーク" "エネルギー"	"dark" "energy"
"ダーク" "サイド"	"dark" "side"
"ダーク" "ステージ"	"dark" "stage"
"ダーク" "スーツ"	"dark" "suit"
"ダーク" "ファイバー"	"dark" "fiber"
"ダーク" "ファイバー"	"dark" "fibre"
"ダーク" "ブルー"	"dark" "blue"
"ダークホース"	"dark" "horse"
"ダース"	"dozen"
"ダービー"	"Derby"
"ダービー" "シャー"	"derbyshire"
"ダービー" "タイ"	"necktie"
"ダービー" "タイ"	"tie"
"ダーリン"	"darling"
"ダーリン" "トン"	"darlington"
"チェア"	"chair"
"チェアマン"	"chairman"
"チェコ"	"Czech"
"チェコスロバキア"	"Czechoslovakia"
"チェス"	"chess"
"チェス" "ボード"	"chessboard"
"チェチェン"	"Chechnia"
"チェック"	"check"
"チェック" "マーク"	"check" "mark"
"チェック" "マーク"	"tick"
"チェックポイント"	"check" "point"
"チェックリスト"	"checklist"
"チェリー"	"cherry"
"チェリー" "トマト"	"cherry" "tomato"
"チェリー" "ピンク"	"cherry"
"チェリー" "ボーイ"	"male" "virgin"
"チェルノブイリ"	"Chernobyl"
"チェンジ"	"change"
"チェンジ" "オーバー"	"changeover"
"チェンジ" "レバー"	"gear" "shift"
"チェンジ" "レバー"	"gear" "stick"
"チェーン"	"chain"
"チェーン" "ブロック"	"chain" "block"
"チェーン" "メール"	"chain" "mail"
"チェーン" "レター"	"chain" "letter"
"チェーン" "店"	"chain" "store"
"チェーンストア"	"chain" "store"
"チキン"	"chicken"
"チキン" "スープ"	"chicken" "soup"
"チキンカツレツ"	"chicken" "cutlet"
"チクチク"	"prick"
"チケット"	"ticket"
"チタン"	"titanium"
"チタン" "合金"	"titanium" "alloy"
"チタン" "白"	"titanium" "white"
"チック"	"chick"
"チック"	"tic"
"チック" "症"	"tic"
"チップ"	"chip"
"チップ"	"tip"
"チップ" "ボード"	"chip" "board"
"チャイナ"	"China"
"チャイニーズ"	"Chinese"
"チャイニーズ" "カラー"	"chinese" "collar"
"チャイム"	"chime"
"チャック"	"Chuck"
"チャック"	"chuck"
"チャック"	"zipper"
"チャック" "ベリー"	"chuck" "berry"
"チャット"	"chat"
"チャット" "ルーム"	"chat" "room"
"チャペル"	"Chapel"
"チャペル"	"chapel"
"チャペル" "ストリート"	"chapel" "street"
"チャリティー"	"charity"
"チャリティーショー"	"charity" "show"
"チャン"	"Chan"
"チャン"	"Chiang"
"チャン" "シュー"	"changshu"
"チャン" "トー"	"changde"
"チャン" "語"	"chinese"
"チャンス"	"chance"
"チャンス"	"opportunity"
"チャンネル"	"channel"
"チャンネル" "諸島"	"channel"
"チャンピオン"	"champion"
"チャンピオンシップ"	"championship"
"チャンピオンフラッグ"	"champion" "flag"
"チャンピオンベルト"	"championship" "belt"
"チャンポン"	"mixture"
"チャージ"	"charge"
"チャーター"	"charter"
"チャーター便"	"charter" "flight"
"チャーチ"	"Church"
"チャーチ"	"church"
"チャーチ" "ストリート"	"church" "street"
"チャーチル"	"Churchill"
"チャーチル" "山"	"churchill" "peak"
"チャーチル" "岬"	"cape" "churchill"
"チャート"	"chart"
"チャート" "ファイル"	"chart" "file"
"チャーミング"	"charming"
"チャーム"	"charm"
"チャールズ"	"Charles"
"チャールズ" "ストリート"	"charles" "street"
"チャールズ" "ラム"	"charles" "lamb"
"チャールズ" "岬"	"cape" "charles"
"チュートリアル"	"tutorial"
"チューナー"	"tuna"
"チューブ"	"tube"
"チューリップ"	"tulip"
"チョイス"	"choice"
"チョイス"	"selection"
"チョコレート"	"chocolate"
"チョコレート" "ケーキ"	"chocolate" "cake"
"チョコレート色"	"chocolate" "brown"
"チョッキ"	"vest"
"チョップ"	"chop"
"チョン"	"idiot"
"チョン" "山"	"chen"
"チョーク"	"chalk"
"チョーク"	"chock"
"チョーク"	"choke"
"チョーク" "コイル"	"choke" "coil"
"チョーク" "ストライプ"	"chalk" "stripe"
"チョーク" "リバー"	"chalk" "river"
"チラチラ"	"intermittently"
"チリ" "パウダー"	"chili" "powder"
"チリソース"	"chili" "sauce"
"チン"	"Ching"
"チン"	"chin"
"チーク"	"cheek"
"チーズ"	"cheese"
"チーズ" "ケーキ"	"cheese" "cake"
"チーズ" "サンド"	"cheese" "sandwich"
"チーズ" "トースト"	"cheese" "toast"
"チーフ"	"chief"
"チープ"	"cheap"
"チーム"	"team"
"チーム" "ゲーム"	"team" "game"
"チーム" "ジャンパー"	"team" "jumper"
"チームプレー"	"team" "play"
"チームリーダー"	"team" "leader"
"ツアー"	"tour"
"ツアーコンダクター"	"tour" "conductor"
"ツイスト"	"twist"
"ツイン"	"twin"
"ツイン" "ルーム"	"double" "room"
"ツイン" "ルーム"	"twin" "room"
"ツインベッド"	"twin" "bed"
"ツイード"	"tweed"
"ツナ"	"tuna"
"ツバキ" "科"	"tea"
"ツメ"	"close" "up"
"ツンドラ"	"cold" "desert"
"ツンドラ"	"tundra"
"ツーリスト"	"tourist"
"ツーリスト" "クラス"	"tourist" "class"
"ツーリング"	"tooling"
"ツール"	"tool"
"ツール"	"tour"
"ツール" "サーバ"	"tool" "server"
"ツール" "セット"	"tool" "set"
"ツール" "バー"	"toolbar"
"ツール" "ボックス"	"tool" "box"
"ティッシュペーパー"	"facial" "tissue"
"ティッシュペーパー"	"tissue"
"ティム"	"Tim"
"ティー"	"tea"
"ティー" "オフ"	"tee" "off"
"ティー" "バッティング"	"tee" "batting"
"ティーセット"	"tea" "set"
"ティーバッグ"	"tea" "bag"
"ティーパーティー"	"tea" "party"
"ティーン"	"teen"
"ティーンエイジャー"	"teenager"
"ティーンエージャー"	"teenager"
"テキサス"	"Texas"
"テキサス" "シティー"	"texas" "city"
"テキスト"	"text"
"テキスト"	"text" "book"
"テキスト" "データ"	"character" "data"
"テキスト" "フォーマット"	"text" "format"
"テキスト" "ベース"	"text" "based"
"テキスト" "モード"	"text" "mode"
"テキスト" "位置"	"text" "position"
"テキスト" "区域"	"text" "extent"
"テキスト" "平面"	"text" "plane"
"テキスト" "形式"	"text" "format"
"テキスト" "方向"	"text" "path"
"テキスト" "画面"	"text" "plane"
"テキスト" "配置"	"text" "alignment"
"テキストブック"	"textbook"
"テクニカル"	"technical"
"テクニカル" "サポート"	"technical" "support"
"テクニカル" "ダイバー"	"technical" "diver"
"テクニカル" "ネーム"	"technical"
"テクニカル" "ファウル"	"technical" "foul"
"テクニシャン"	"technician"
"テクニック"	"technique"
"テクノロジー"	"technology"
"テクノロジー" "アセスメント"	"technology" "assessment"
"テクノロジー" "アート"	"technology" "art"
"テクノロジー" "ギャップ"	"technology" "gap"
"テクノロジー" "バブル"	"technology" "bubble"
"テスター"	"tester"
"テスト"	"test"
"テスト" "キャンペーン"	"test" "campaign"
"テスト" "ドライバー"	"test" "driver"
"テスト" "ライダー"	"test" "rider"
"テスト" "リリース"	"test" "release"
"テスト" "仕様"	"test" "specification"
"テスト" "川"	"river" "test"
"テストパイロット"	"test" "pilot"
"テッド"	"Ted"
"テッド" "ターナー"	"ted" "turner"
"テディ"	"Teddy"
"テナント"	"tenant"
"テニス"	"tennis"
"テニス" "プレイヤー"	"tennis" "player"
"テニス" "プレーヤー"	"tennis" "player"
"テニス" "ボール"	"tennis" "ball"
"テニス" "肘"	"tennis" "elbow"
"テニスコート"	"tennis" "court"
"テネシー"	"Tennessee"
"テネシー" "川"	"tennessee" "river"
"テノール"	"tenor"
"テムズ" "川"	"thames"
"テラス"	"terrace"
"テラス" "栽培"	"terrace" "culture"
"テリトリー"	"territory"
"テリー"	"Terry"
"テリー" "クロス"	"terry" "cloth"
"テル"	"tell"
"テル" "シティー"	"tell" "city"
